Gene,SYMBOL,Sample1,Sample2,Sample3,Sample4,Sample5,Sample6,Sample7,Sample8,Sample9,Sample10,Sample11,Sample12
g13962,AP4M1,4.486851396,3.71240054,4.574590335,3.902308334,3.877052914,3.229645207,3.095417311,3.934360576,4.144527949,2.866660846,3.467841651,3.20424161
g13963,INPP4A,7.019051517,6.88835891,7.297573383,6.925239243,7.620660806,7.784153842,7.852714099,6.654861974,6.702890442,7.295854482,6.950784198,7.211002876
g13964,g13964,4.565173565,4.150161087,4.78019763,4.271984284,4.688762534,4.602747075,4.037021852,3.837451519,3.917616878,4.364746738,4.252164186,4.710408605
g13965,g13965,-0.328618369,-0.472137105,-0.15001595,1.603659507,0.892326455,2.783074054,-2.750286568,2.36900529,1.534902536,2.286522853,2.737209043,-1.365041797
g13966,g13966,1.583096575,1.277343922,1.37482493,3.164150158,3.703923028,3.669151262,-0.46124915,3.904168963,4.101243978,2.905197002,2.835240362,0.375856334
g13967,NPTX2,2.408605877,1.40596874,1.765776233,2.487356046,2.956205847,1.631317328,0.538601323,2.516457205,1.234543867,2.781535977,2.082484887,1.610902116
g13968,NPTX2,1.327674632,2.856339435,3.463931683,3.535614902,2.829078426,2.309681015,1.845799335,3.833753476,1.378960374,2.069016029,2.470528159,2.216640278
g13969,PTX4,8.803591377,9.028311147,8.248240604,7.170048098,7.111499202,6.151648942,8.377400952,8.855338528,6.948099696,9.38616475,8.595815314,9.421855247
g1397,ITGB1BP1,5.130933352,5.197683882,5.311734184,5.484382545,5.308541751,4.748407659,5.545011299,4.712105744,5.625572831,4.989798307,5.142445835,5.38945396
g13970,AP2M1,8.639919537,8.490792626,8.291737423,8.56220036,8.477945762,8.557787496,8.576934348,8.623838451,8.47201143,9.097880925,8.53953335,8.507114214
g13971,HDAC8,3.264548485,3.522513895,3.751374968,3.843962102,3.367789504,3.322874643,3.021575458,3.55750052,3.470435898,4.300950524,3.291474589,3.507147661
g13972,RBM12B,5.449619206,5.379788316,5.306713937,5.145642666,4.651868772,4.947772734,4.967005191,5.219838235,4.533168046,5.160021635,5.178938496,5.24546091
g13973,GTF2B,6.234479105,5.975483533,6.610796665,5.975962986,6.583927394,6.000425934,6.380290623,5.894126305,5.512097661,6.936464806,5.641810975,6.077523634
g13974,CES5A,5.492818216,5.145052462,5.44705885,5.866361178,5.777688664,6.026495804,5.73378745,5.854313586,6.353622535,6.619518686,6.406616689,5.026132879
g13975,ARAP1,5.640904775,5.468955635,6.296793772,6.227661372,5.944047637,6.204487135,5.798350105,6.635231363,6.492887453,5.946024471,6.574260098,6.304105121
g13976,MAP3K7,5.318162172,5.313734114,5.126765098,5.320094269,4.954259397,5.513745773,5.092700066,5.377723786,5.264785303,5.033381793,5.042790352,5.375730256
g13977,RPAIN,2.581486003,1.915195329,2.666688959,2.747624232,2.71918112,2.639975597,2.620452326,2.051798301,3.41872927,2.032295206,2.508772645,2.702323983
g13978,g13978,6.57620904,2.575874185,2.754202317,3.085313896,2.735013256,5.438714197,5.541897891,2.181081236,5.319000018,4.922924242,4.748226987,5.509506172
g13979,MSL3,4.445078115,3.627884982,4.2757542,3.894988714,3.155724219,3.527398293,3.659691736,4.071839252,2.638851116,3.263252588,3.909651417,3.688128885
g1398,NUP153,7.384108252,7.462332253,7.56107955,7.194863467,7.584874523,7.278307034,7.189226873,7.904537609,7.271135421,7.57487296,7.443266948,7.230848857
g13980,TBRG1,4.250711418,3.355224828,3.663330415,4.161084048,3.769502764,3.076693209,3.586685885,3.45991301,3.522935,3.523100373,3.925850878,3.231288457
g13981,CEP89,4.986024855,4.706089082,4.726838841,5.550603841,4.630120569,4.757260034,5.104353342,4.955060492,4.450216097,3.988750871,5.5256434,5.306112844
g13982,Pglym78,6.491620468,6.38306824,5.964649058,6.744022782,6.500200766,6.086692765,5.912915316,7.092837854,6.353472781,5.867714313,6.582720738,6.539982688
g13983,PRKAA1,6.033392591,6.052027074,5.749437437,6.279031924,5.607713643,5.967550602,6.03222066,6.366094137,6.526829585,6.219081746,6.000912932,6.402976852
g13984,DPM1,4.532457974,4.859280155,4.930233893,4.928333286,4.638761148,4.456186361,4.594369146,4.48378903,5.121483407,3.515852386,3.871347981,4.565303652
g13985,FAM192A,3.018079476,3.352830855,3.007590495,2.990676735,3.149740572,2.725616514,3.763511965,1.671340099,2.671787595,2.976680281,2.679021875,3.020072822
g13986,g13986,-0.241147498,2.173034897,1.880109429,3.458418462,3.213697845,2.57264883,0.891741729,3.922353017,3.791471829,3.04950802,2.441627494,1.165678341
g13987,CUL2,5.680540757,5.671705784,5.997290532,5.743355512,5.632288113,5.785730544,5.581350971,5.510388071,5.141701383,5.093870341,5.819734064,5.831812233
g13988,KIF15,5.479251652,5.257135226,5.681596411,5.329056606,4.797494873,5.18927215,4.338186254,5.081600238,4.756876535,4.842229921,5.619115315,4.987523827
g13989,DTYMK,2.082080862,1.646228015,2.549878162,3.146299005,3.077306023,1.860219681,0.742516988,2.058050405,2.822186758,1.162650686,2.661890208,1.663024775
g1399,MMP8,4.26088527,1.782464146,3.894354414,0.508169793,1.127392226,3.252481684,1.782514723,3.134112363,4.727267752,2.211513204,6.333210951,1.49059235
g13990,DHCR24,5.069392446,4.582830359,4.657110901,3.786424933,4.147791088,3.565121602,3.170208613,4.180850057,3.615923508,4.067336044,4.075133896,3.126681998
g13991,GTPBP1,6.327120319,5.949800025,6.760901672,6.541880659,6.990253739,7.290016345,9.085112948,6.398707951,6.364558125,6.377841225,6.763123266,7.537140109
g13992,FANCD2,4.438597284,3.849712013,4.140598083,4.392341013,4.596086823,4.255323513,5.297418095,4.606354758,3.955364011,3.935387168,4.38135789,5.070264268
g13993,g13993,3.55407805,2.976710773,2.337901917,4.272513598,2.785810265,3.50804433,3.400296494,3.313851005,4.666487626,2.104309285,2.765438964,2.727812023
g13994,g13994,1.897042468,1.135184337,1.667943019,2.391697355,2.33734056,0.847472525,2.009960744,1.597344682,2.331901651,2.470756073,2.206777093,1.523758902
g13995,SEL1L,5.707958102,5.437409945,5.94985233,5.752610147,5.875016115,5.780965041,5.213641423,6.033630718,5.649850687,5.104707851,5.793104762,5.750285425
g13996,g13996,6.247230841,5.881767201,5.970903644,6.905093317,6.482666363,6.516392612,5.602963221,7.798330813,6.689615576,6.394516573,6.952361926,5.687869818
g13997,g13997,6.03717508,5.649875569,6.761702758,5.721142201,5.311719221,6.010784656,6.330597669,5.488982602,5.002900331,4.670071894,6.50424361,5.98910071
g13998,g13998,7.472425899,5.804394256,7.560204874,8.065847697,5.751330604,8.362832093,8.052197337,6.559104596,6.7439088,5.1925515,6.022692505,5.662613161
g13999,g13999,2.398767339,3.585905643,2.339595727,1.862235564,2.946676559,2.916329878,2.578246939,1.499510839,3.336456166,2.728717056,2.382501198,2.240402598
g14,SAMD3,-2.750286568,-1.80225821,-2.750286568,-2.077258642,-2.750286568,-2.750286568,0.291114964,-2.750286568,-2.182197166,-2.750286568,-0.063581851,-2.750286568
g140,g140,-0.644868676,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-0.935175362,-2.750286568,-2.750286568
g1400,MMP8,6.976532569,7.620864014,7.563388823,6.916513852,6.785945805,7.32534671,7.277034754,7.199366962,7.297312531,6.85476083,7.148735966,7.271776817
g14000,g14000,-1.859198057,-2.750286568,1.691014687,-0.174557128,0.796573945,0.459214632,-2.107563645,-2.750286568,-0.234631732,-2.053175599,-2.750286568,0.362057827
g14001,g14001,-1.336532335,-2.750286568,-2.750286568,-0.370904522,-1.540742205,0.445821721,-0.832198798,-2.750286568,-0.289990559,-2.750286568,-1.717694436,-0.790803004
g14002,g14002,-1.10385367,-0.781921405,-0.577726569,-1.594314171,-1.536292147,-2.750286568,1.020676986,-1.053159426,0.878373034,0.282239753,-0.196421239,-2.750286568
g14003,g14003,-1.113554627,-2.750286568,-1.509262936,0.412420508,-2.750286568,-1.287964342,-2.750286568,-2.750286568,-1.412207107,-2.750286568,-2.750286568,-2.750286568
g14004,g14004,1.51658401,-0.081847761,-0.575961349,1.609965624,1.872669662,2.000659537,3.102224217,0.658019273,2.669590904,0.869344207,3.308330373,-2.750286568
g14005,g14005,2.305190447,2.129899698,1.616879859,2.018259372,0.163346729,0.734104349,2.627187275,1.423324755,-0.934092614,1.215420253,2.627575239,1.133785626
g14006,g14006,7.809596455,8.317998887,9.167186241,7.601457598,8.425985493,8.133157503,9.143691238,8.361086617,7.666999411,7.999745855,8.690594556,8.365433086
g14007,TMEM238,4.37827981,3.800737407,3.804649407,4.766109808,4.843305416,4.589339368,4.100527024,3.59271859,4.552118811,3.960267018,4.014890979,3.747233747
g14008,glipr2,6.033288894,5.734639311,5.137654959,6.390253085,6.264800956,6.189170322,5.557157751,6.702789931,6.129151093,5.408734136,6.868733933,5.664855195
g14009,glipr2,6.46006284,6.690955106,5.923232827,5.837446654,6.345902659,6.168353295,5.529299158,6.14693372,5.658947482,5.823857614,6.23210995,5.405939886
g1401,MMP8,3.636370079,2.662690132,2.795590537,3.161712965,3.782798051,3.321903444,3.794379136,3.327454015,3.132219597,2.586405281,3.044565193,3.556682624
g14010,glipr2,5.367729033,5.254150898,5.033942201,5.413358097,5.336537556,5.67148237,5.111884165,5.74250967,5.261434362,5.357935734,6.518320583,5.70616444
g14011,g14011,2.738403532,2.269737436,2.785106839,3.81950888,3.818045062,3.776980793,1.673083282,4.243380875,3.545799575,2.5274876,2.761696614,2.435716666
g14012,g14012,-2.750286568,-2.750286568,0.759171808,1.252175606,0.478769373,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568
g14013,DNAJA3,4.240140016,3.84839316,3.045179264,3.925721301,3.550131738,3.882113654,4.350522638,3.788388592,3.465658832,3.55591973,4.392434526,3.70721322
g14014,ATP5G1,8.404037364,8.804368132,8.499455685,8.698316809,8.773883826,7.961221726,7.823195929,9.032888552,9.263556273,8.963622179,7.992070424,8.252255986
g14015,RBMX2,3.555176524,3.33163386,3.612888455,3.344808753,2.948576581,2.884329135,3.404457643,2.747748584,2.340163887,2.030209055,2.930939394,2.98941014
g14016,g14016,4.385125905,4.142783064,4.109576216,3.962894761,4.228158274,4.29815825,4.556323563,3.642797964,3.705841987,3.08621571,4.442763448,4.179540139
g14017,GNA13,6.001551715,5.798809033,6.332026495,5.840015076,6.204939024,6.176983201,6.101528149,5.666898092,5.79787605,5.181606361,5.63585272,6.196438558
g14018,g14018,4.706809862,4.052630857,4.199223591,4.129892388,4.112143304,4.719493365,4.426120037,3.974417832,4.406440701,4.029317415,4.480395099,4.424310652
g14019,TRAPPC2,3.329443829,3.157379523,3.415306478,2.904673528,3.21608049,3.124166845,3.087982946,3.107528159,2.902478374,2.754845275,2.684239623,2.859044829
g1402,MMP8,7.533910859,6.310650742,7.552538895,7.049659792,7.342334412,7.697462858,6.662533826,7.029765433,6.727445566,6.047537442,7.501916665,6.990801364
g14020,YKT6,4.766709984,4.18198538,4.210937918,4.849620642,4.20863597,4.428224644,4.423616617,3.907241314,4.41490307,3.501955678,4.18193599,4.528064375
g14021,NOL11,5.81404432,5.95794817,5.555781329,5.289376234,5.369721708,5.20481068,5.791472764,5.639155793,4.797680209,5.028356499,5.713153383,5.960141506
g14022,INPP1,4.317261454,2.864531115,4.59184846,5.243985375,4.280776447,4.746957723,4.510995866,3.87105655,3.616619628,3.827331098,4.049167897,4.054158238
g14023,g14023,5.358580293,4.918546776,6.02470558,5.864576193,5.838586256,5.923766615,5.059600511,5.564778025,5.448536848,5.683465466,5.155577568,5.42196976
g14024,g14024,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.007071925,-2.750286568,-2.064736072,-1.95218849,-2.145572445,-1.241186573,-2.750286568,-2.750286568
g14025,g14025,2.89692348,2.10508028,2.466887622,2.321229785,2.545927717,3.477293983,2.283215018,2.401258552,2.479311859,2.252071227,2.529948046,2.708618151
g14026,g14026,7.07754637,7.246480424,6.57780578,5.952295841,6.040747244,7.823170877,8.624092893,7.953550719,7.273524971,7.423610977,8.52879841,8.041148811
g14027,g14027,0.135990933,-0.964220706,1.703763753,3.331923125,6.03880828,2.349941863,-0.826750713,3.490738005,2.679569008,2.742466351,3.989485294,-2.750286568
g14028,MESDC2,5.115751092,4.154325714,5.201822653,5.140931979,4.718144621,6.170259011,4.783545843,4.872902473,5.312740438,4.183631406,5.0499544,4.454831707
g14029,MITD1,2.944334283,3.199713317,2.509406148,2.616737762,2.356125113,3.643734303,3.120252994,3.020155431,2.416851753,2.830068836,3.578093297,3.005765271
g1403,PDZD3,1.237397919,0.738356851,-0.073031856,1.234716782,1.213678722,0.665443775,0.868027488,0.947925615,0.482702272,0.175960147,-2.750286568,0.122672479
g14030,ZNF827,6.028710451,6.174058092,6.155951468,5.62596257,5.725767235,5.943956357,6.420787504,6.22159717,5.978239482,5.605562368,6.545484626,6.247253514
g14031,RSL1D1,6.185273704,6.694239779,6.313566793,5.858437989,5.815376195,5.175645198,6.389879419,5.810963882,5.337914941,5.495427355,5.823101823,6.170888467
g14032,DUS4L,3.320492841,2.264385053,2.464025866,3.414242158,2.735380358,2.869933203,2.955909533,2.95597753,2.538130765,1.929735916,2.456824593,2.943980523
g14033,g14033,0.233692609,-0.374243587,-0.127256634,1.000246892,-0.56353165,0.285956165,0.551617709,0.824752343,0.319101753,-0.509480928,2.964528508,1.779620274
g14034,LACTBL1,2.4404212,0.610301189,1.846957806,4.160733716,2.922958102,2.62371251,2.011824444,2.900404907,1.612926874,-0.219530241,1.705941451,1.472650235
g14035,LACTBL1,0.580274268,-0.970450023,-1.483459361,1.373289848,0.289727868,-0.721780454,0.316841794,0.442355732,-0.745288541,-2.077012272,0.317198604,-2.296988717
g14036,LACTBL1,1.715696795,-1.452400934,0.375031774,2.12967254,-0.270036697,1.477759459,9.247287491,5.905717626,3.323564359,1.116134358,6.671818203,6.242038793
g14037,LACTBL1,0.676292011,0.280943797,1.496051142,-2.750286568,1.504256902,1.964272593,-0.442284652,-2.750286568,5.304544533,-2.750286568,2.429494885,1.688069308
g14038,TEX264,3.946324781,2.968300559,2.581064494,2.299545926,3.495993914,3.581501383,3.183131611,3.10924312,3.458794732,3.035786571,3.730460564,3.308879288
g14039,ATP13A3,6.816117889,6.725002505,6.938170452,6.954947396,6.708288194,6.952639001,7.729109072,7.03763257,6.979710937,6.86688158,7.125120594,7.266072022
g1404,TAF5L,4.83388437,4.780226557,4.799367116,4.520068817,4.398117733,4.782727419,4.545239023,4.594774999,4.313181917,4.201967619,4.6814361,4.473394028
g14040,PIP5K1B,6.157083693,6.051883185,6.291894516,6.345470313,5.861706044,6.255590771,6.03210043,6.427970416,6.124471178,6.121764432,6.465660187,6.048452345
g14041,SLC38A5,7.267455287,6.732703306,6.877712822,7.253953555,7.048217711,7.149525878,7.408746784,6.884858026,6.838996755,6.894693399,6.977059496,7.680305335
g14042,SUGP1,3.88403967,4.034558282,4.176213176,3.312917116,4.281607743,4.050667632,3.557736838,3.168097387,3.792758278,3.596275073,4.570193032,3.889134167
g14043,g14043,2.775001729,1.98008323,2.387202955,3.236569544,3.224697065,2.343631144,1.836886211,2.297601016,3.111290523,2.301015625,2.169862829,2.222545885
g14044,g14044,3.116939999,3.30731009,3.975002247,3.719699498,2.090104485,3.124617497,3.084599835,0.868439263,2.816571963,2.773899655,1.882500224,4.400794075
g14045,g14045,4.023930481,3.941919259,4.203439062,4.511666296,4.24274674,4.239531911,4.547077134,4.371397597,3.565123619,3.47174461,4.170535532,4.352424695
g14046,MIIP,4.965793164,4.733950719,4.955844334,4.873006439,4.573234841,4.564388882,4.280996067,4.109108714,4.699460586,3.937864974,4.541432438,4.754015324
g14047,ARHGAP44,6.000154366,5.715770875,5.669767244,5.908944366,5.586328209,5.829712354,5.69558197,6.041638897,5.905722827,5.514808553,6.189349548,5.676825835
g14048,DCTN2,5.631242436,5.466926019,5.515969363,5.51063836,5.292720144,5.24061944,5.408222408,5.434294071,5.134481925,4.507267598,5.368900465,5.235904264
g14049,SECISBP2L,6.548119389,6.254095434,6.505358291,6.510713773,6.47586702,6.579801169,6.613475288,6.633828194,6.054815938,6.105700782,6.603553741,6.8177613
g1405,TAX1BP1,7.672919975,7.57480801,8.196858705,8.256281685,7.416550487,8.441345364,8.243184075,8.072752187,7.920682984,7.712700815,8.709844629,8.387515825
g14050,ACAA2,7.305399692,7.254116008,7.093823235,7.204330633,7.226914461,6.950186047,7.1262234,7.435639204,7.35605108,6.862826438,7.037491826,6.880732758
g14051,ACAT1,6.484213836,6.287254173,6.385569824,6.070215829,6.291896428,6.070155677,6.39226413,6.448208932,5.856358385,5.769444503,6.134732328,5.9555237
g14052,slc23a2,3.643336985,3.119355025,3.780353931,3.239693759,4.490987174,4.605202326,4.459412521,4.708119544,4.018970321,3.236131043,5.497689231,5.0255463
g14053,GRWD1,5.454497109,5.724978678,5.373242806,5.014254697,4.597984596,4.763125987,5.392547451,4.897678216,5.000597022,5.023133976,4.978672059,5.031900076
g14054,RPS8,10.77916469,11.0766936,10.89547069,10.82464895,10.73306803,10.51823718,10.16548249,10.40247043,10.66001426,11.0501934,10.54857002,10.37936126
g14055,UBE2S,3.976484582,4.249475478,3.715226309,3.607679551,3.533861799,3.86999476,4.115801866,3.16107594,3.551902541,3.550107763,3.769614205,3.992510969
g14056,g14056,5.462455675,4.178819261,5.183000811,4.854169284,4.702200296,5.494770151,4.529686266,4.851837685,5.167626632,4.490814654,5.366169065,5.657314672
g14057,g14057,6.403076358,6.686383464,5.833099494,6.123064124,5.994554609,6.29003548,7.23217005,6.46484013,6.759990221,6.545107441,6.851541368,7.787997065
g14058,AVPR1A,3.474549341,2.968250177,4.082663717,3.228957259,3.711305823,3.41087176,3.356118332,3.382229483,3.110300852,2.715148365,3.043581078,4.394459936
g14059,g14059,1.322193219,-0.452023585,0.090453909,1.182091259,1.161915162,-1.082884131,2.60163936,0.912938191,1.712175985,-2.750286568,-2.750286568,-1.129963641
g1406,g1406,2.090863767,1.487893996,3.770556267,3.69040261,3.163022864,2.763405297,2.96363478,2.612603323,2.872755037,1.575342711,2.65487213,1.852853964
g14060,g14060,4.165020662,1.625517631,4.770361064,4.68511671,5.002812026,4.47807129,5.186465526,4.980942558,5.086067494,1.906978305,3.201862734,4.563368961
g14061,g14061,1.492393501,0.791655999,0.631146738,1.509282296,0.542297971,1.052653062,0.593482056,0.115516298,1.015676926,1.350711872,0.09464377,0.069595417
g14062,g14062,3.531103397,3.379816478,3.552137926,3.447633782,4.612540211,4.189520662,3.982343052,3.137616539,3.97105043,3.38738403,4.001142214,4.340076562
g14063,g14063,-0.91290631,-0.82618801,0.295576599,0.991745453,1.537483017,1.477937835,-2.070994337,-1.684202032,-1.549621337,-2.750286568,-1.329249261,-2.750286568
g14064,g14064,-2.750286568,-1.776416333,-1.128219767,-0.24433359,0.699104884,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-0.56793876,-0.380548337,-2.750286568
g14065,g14065,-0.606715352,-2.750286568,-1.117738364,-0.388674446,0.798103042,-1.847386791,1.103271748,1.372371454,-0.925542489,-2.750286568,-2.750286568,1.603993714
g14066,g14066,-0.757746111,1.260440734,1.121413217,0.464894257,-0.635793256,0.916020079,-0.454857254,-0.270779167,0.671403071,-0.805290143,-1.12382283,0.661009675
g14067,g14067,-0.06475049,0.130868766,1.472599566,1.039018187,-1.517446683,1.243288449,-0.812880379,0.262573968,-2.750286568,0.289370173,-0.008993458,0.570003591
g14068,g14068,-2.750286568,-2.750286568,-1.790042942,-2.750286568,-2.750286568,-1.304202332,0.369919485,-2.2858895,-1.510960561,-2.328717291,0.884232752,-1.447116683
g14069,g14069,-2.750286568,-2.750286568,-1.792574791,-2.750286568,-2.750286568,-1.307500575,-2.750286568,-2.287322674,-1.513963814,-2.330036697,-2.750286568,-1.450215569
g1407,NUDT19,3.521062802,3.907358722,3.36108271,3.934220995,3.593181275,3.552254879,4.02131025,3.8427816,3.908136196,3.01855093,3.177075083,2.933964391
g14070,g14070,0.295723515,-2.750286568,0.464080673,0.587446414,-1.512247378,1.22941389,-0.047150217,-2.750286568,1.129452707,-1.144212769,-0.554356349,0.807168726
g14071,g14071,-2.750286568,-2.750286568,-2.750286568,-2.750286568,0.436089827,-0.34425151,-0.648718429,-2.750286568,-0.858890184,-2.008402472,-2.750286568,-2.750286568
g14072,g14072,3.729639527,2.757722195,3.117186471,3.712705271,3.43512962,3.966632849,2.775707318,4.185682351,3.565114035,2.584215286,4.348892113,2.913309206
g14073,g14073,3.804241457,1.890166019,3.137992216,4.474750211,4.299301042,4.400464661,2.379505138,4.794122962,4.09826102,3.465904202,4.510911651,1.163025919
g14074,C3orf58,3.099306673,1.87186048,3.010376035,2.480562589,1.917047499,2.79189657,2.154658828,1.50319039,2.827237825,1.514862941,3.091581998,2.338397945
g14075,g14075,0.165245867,1.578361821,0.7804634,1.061566814,0.44928549,0.720611909,0.655759684,0.222223895,-0.842474404,0.960091599,0.173139385,-0.711160165
g14076,g14076,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568
g14077,FIBCD1,1.374061464,-1.603944082,0.148548569,1.549742715,1.568039443,0.816660769,0.200235581,2.688319764,-0.310525848,-0.57884049,1.777493159,1.120728924
g14078,g14078,-2.750286568,-2.750286568,-2.750286568,-2.750286568,0.306427761,-2.750286568,0.572924193,0.631523409,-2.750286568,-2.750286568,2.243921127,3.048091316
g14079,g14079,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-0.262250074,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568
g1408,MAPRE2,7.050485119,6.847196787,7.057493076,7.32801171,7.404790585,6.939525233,6.836691442,6.806613772,6.813686942,6.756587795,6.991362992,6.812786408
g14080,g14080,0.152160823,1.40331459,2.672900302,-0.386778946,1.141730879,1.187929095,-0.740006373,0.87850909,1.557304099,1.562550215,2.162004616,-0.574351358
g14081,SLC38A5,1.947989284,0.970066495,0.372827555,0.417018374,-2.750286568,1.659371626,-1.631136141,-0.301003812,2.859547126,0.966486317,-0.670237662,-2.750286568
g14082,g14082,-0.709767952,-0.976244253,-2.750286568,0.220863848,-1.172767921,-1.803727313,-2.094120287,-0.984346837,0.15532496,0.53812987,-2.750286568,0.029391044
g14083,g14083,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568
g14084,NKPD1,7.434930125,7.270675157,7.412454176,6.715204803,7.108203162,7.747402546,8.172348851,6.817900993,6.961774505,7.121949625,7.051110185,7.420940733
g14085,g14085,2.056729239,2.345239483,1.680435941,2.278799475,1.44448713,2.621232249,2.851121219,1.530880606,2.357073521,1.695479399,2.006844072,2.881252703
g14086,g14086,-1.104452837,-0.601511818,0.102627477,-2.063940243,1.002161039,-0.432080469,0.026066933,1.11227827,0.162497683,0.466762902,-1.713829687,0.932459513
g14087,g14087,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.013747361,-2.750286568,-1.075874722,-0.814171224,-2.750286568,-2.750286568,0.597640151,-0.838071001
g14088,g14088,3.502426346,3.653255335,3.479170903,3.381302196,3.426280381,3.997406788,2.786692261,3.663206021,3.382131663,3.528390826,3.168309487,3.443651858
g14089,g14089,0.310347976,-2.154295869,-0.144845627,-2.035879385,-1.151924874,-0.229654342,0.187729936,-1.022647109,0.71630278,0.855132043,0.04993886,0.885518118
g1409,FAM110A,8.305669288,8.344709422,8.321199069,7.580266169,7.653591956,7.624545293,8.813402314,8.385496791,7.920910983,8.505305,7.787076062,8.92580637
g14090,g14090,1.292141378,-0.386833118,0.830264068,-0.912872098,-1.50619087,1.078082181,1.494665157,-2.750286568,3.074387028,0.769341442,2.223644412,1.177601933
g14091,g14091,-2.750286568,-2.750286568,-2.750286568,-0.916239442,0.338579542,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-0.486260265,1.064908854,-2.750286568
g14092,g14092,-1.308263466,-0.957020362,-1.531742093,-2.073516138,-2.750286568,-0.893784943,-0.839270401,-1.701978562,0.544458546,-0.181758075,-0.395549004,-1.718646815
g14093,SNX13,5.274207686,5.252802148,5.438343008,5.262288077,4.999914614,5.75710393,5.183439068,5.660094862,5.111451444,4.501795064,5.776641638,5.542429415
g14094,g14094,3.281084064,3.85809375,4.363965484,4.672921983,4.630814119,4.232463989,3.764218115,4.157322083,3.760443779,3.803889545,4.566372434,3.308616569
g14095,HELZ2,4.746356158,2.760968179,3.470195347,5.826423776,4.416278716,5.166926014,3.84170638,4.378892211,5.234193626,2.728190602,4.873563258,4.067655548
g14096,CFAP44,6.862309487,6.040508152,6.936771513,7.344898574,7.548054672,7.348501364,6.059054156,7.526184617,7.188208369,6.872661261,7.248450316,5.997419356
g14097,SF3B6,5.506021146,5.46281963,5.244733846,5.914046978,5.57691869,5.276286792,5.231850225,5.266092039,5.504734817,5.070422118,5.376478522,5.26404724
g14098,WBSCR27,-2.750286568,-2.173476436,-1.473785488,-0.57564255,-2.750286568,-2.750286568,0.855010982,-1.98740159,2.300073119,-2.750286568,1.336527757,-0.60243405
g14099,g14099,-0.043241547,-1.452091762,1.722373542,2.404350293,1.977580037,1.842305974,1.247988278,0.306012647,0.903080542,0.366047648,1.096912922,1.439057175
g141,g141,0.172451886,1.599595433,0.721301789,1.300925858,0.878017976,1.459186155,1.403132027,0.462115741,2.007015203,0.343642069,1.454113524,2.21952068
g1410,TMEM231,5.582076089,4.968707641,4.451942096,5.217875406,4.644178283,4.128611498,4.591784772,3.932164296,4.28816116,4.177185932,4.171780196,4.647846092
g14100,g14100,9.036900328,9.467672256,8.73102619,8.361406148,8.960330303,9.192976139,9.391370121,6.290086123,7.412415216,9.012633244,7.118225634,9.964594415
g14101,TEX11,2.143385851,0.77674241,3.004120275,3.449521978,3.542684939,2.953164576,1.880858113,2.320581112,1.466836499,2.153241319,2.774176639,1.48293715
g14102,SDHB,7.538288843,7.554156416,8.100563398,7.937729559,8.028113237,7.605668624,7.92598691,7.963650452,7.637643521,7.531409181,7.783164695,7.969376149
g14103,TMEM56,1.938517042,0.902359676,3.011513428,3.844389205,0.994563104,2.158130571,1.405481176,2.086343348,2.089154267,1.887390879,2.089095632,2.740748936
g14104,CD93,7.785020019,7.397111426,7.558858292,7.237303275,7.242530109,8.037662642,8.424080919,7.246640932,7.83821121,6.996338853,8.39350909,8.019313371
g14105,TRRAP,7.623603276,7.645182924,7.66980285,7.378941604,7.025624717,7.312736393,7.780499701,7.63376713,7.160786806,7.16131524,7.136615232,8.300661424
g14106,LAMP2,4.465901715,4.450186252,4.247664047,4.982978083,4.789496423,4.728765389,3.899592326,4.589221551,4.467027457,4.635700954,4.529427655,4.126711868
g14107,GALNT3,4.182292547,3.556534761,3.773104508,3.352159524,2.837303298,3.549360619,4.616325395,3.369249205,4.316592658,3.32135664,3.343849482,3.4890322
g14108,GALNT3,5.813579859,5.366458409,5.721895833,5.636595127,5.505839014,5.717827898,5.749488941,5.321873821,5.493944985,5.213552129,6.198070477,5.675528488
g14109,SLC3A1,5.579014116,5.307909093,4.93138728,5.227935712,5.090185443,4.956727357,5.59026486,4.568512463,5.101692884,5.495945852,4.896464105,4.937088399
g1411,NUDC,5.832013571,5.765294097,5.837593646,5.680113209,5.534072537,5.355314332,5.792379986,5.338240886,4.91281107,5.045467762,5.356466545,5.694663275
g14110,SNX14,6.840490766,6.983981062,6.736725147,6.303702084,6.762336072,7.102653633,6.885250697,7.211100278,6.791187059,7.003665963,7.737576563,7.235831133
